tRegionMap = ( 
(	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	29,	-1,	29,	29,	29,	29,	29,	-1,	29,	-1,	29,	29,	29,	29,	29,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	5,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	6,	6,	6,	6,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	),
(	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	29,	29,	-1,	-1,	-1,	29,	-1,	-1,	29,	-1,	-1,	29,	29,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	6,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	23,	23,	23,	23,	23,	23,	23,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	),
(	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	30,	30,	-1,	-1,	-1,	29,	29,	29,	29,	-1,	-1,	29,	29,	-1,	-1,	29,	-1,	29,	-1,	-1,	-1,	-1,	29,	29,	29,	29,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	6,	6,	-1,	-1,	-1,	-1,	-1,	-1,	23,	-1,	23,	23,	23,	23,	23,	23,	23,	23,	23,	-1,	-1,	-1,	-1,	23,	23,	23,	-1,	-1,	-1,	23,	23,	23,	23,	-1,	23,	23,	23,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	),
(	-1,	-1,	-1,	-1,	-1,	-1,	30,	30,	30,	30,	30,	-1,	-1,	29,	29,	29,	29,	29,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	29,	-1,	-1,	-1,	-1,	29,	29,	29,	29,	-1,	-1,	-1,	5,	5,	5,	5,	5,	-1,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	6,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	23,	-1,	23,	23,	23,	23,	23,	23,	-1,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	-1,	-1,	-1,	-1,	),
(	23,	-1,	-1,	-1,	-1,	-1,	-1,	30,	30,	30,	30,	30,	29,	29,	-1,	-1,	-1,	29,	29,	29,	29,	29,	-1,	-1,	-1,	29,	29,	-1,	-1,	-1,	-1,	29,	29,	-1,	29,	-1,	-1,	-1,	5,	5,	5,	5,	5,	-1,	-1,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	5,	5,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	6,	-1,	6,	6,	6,	-1,	23,	-1,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	),
(	23,	23,	-1,	-1,	30,	30,	30,	30,	30,	30,	30,	30,	29,	29,	-1,	-1,	29,	29,	29,	29,	29,	29,	29,	29,	29,	29,	29,	-1,	-1,	-1,	29,	29,	29,	-1,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	-1,	-1,	-1,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	5,	5,	5,	5,	-1,	-1,	-1,	6,	6,	-1,	6,	6,	6,	6,	6,	6,	6,	6,	6,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	),
(	-1,	-1,	-1,	-1,	-1,	30,	30,	30,	30,	30,	30,	30,	29,	29,	29,	29,	29,	-1,	29,	29,	29,	29,	29,	29,	29,	29,	-1,	29,	-1,	-1,	-1,	-1,	29,	29,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	5,	5,	-1,	5,	5,	5,	6,	6,	-1,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	-1,	23,	23,	23,	23,	-1,	),
(	-1,	-1,	-1,	30,	30,	30,	30,	30,	30,	30,	30,	30,	29,	29,	29,	29,	-1,	-1,	-1,	29,	29,	-1,	29,	29,	29,	-1,	-1,	-1,	-1,	29,	29,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	5,	5,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	0,	0,	-1,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	5,	-1,	-1,	5,	-1,	5,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	-1,	23,	23,	23,	23,	23,	),
(	-1,	-1,	-1,	-1,	30,	30,	30,	30,	30,	30,	30,	30,	29,	29,	29,	29,	29,	29,	29,	29,	29,	29,	29,	29,	-1,	-1,	-1,	-1,	-1,	29,	29,	-1,	29,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	0,	0,	0,	-1,	-1,	-1,	-1,	5,	5,	5,	5,	5,	5,	-1,	-1,	5,	5,	5,	6,	6,	-1,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	-1,	-1,	-1,	23,	23,	-1,	-1,	-1,	),
(	-1,	-1,	-1,	-1,	-1,	30,	-1,	30,	-1,	-1,	30,	29,	29,	29,	29,	29,	29,	-1,	-1,	29,	29,	29,	29,	29,	-1,	-1,	-1,	-1,	-1,	29,	29,	29,	29,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	0,	0,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	-1,	5,	-1,	5,	-1,	-1,	-1,	-1,	-1,	6,	-1,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	6,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	23,	-1,	-1,	-1,	-1,	-1,	-1,	23,	23,	-1,	-1,	-1,	23,	),
